Id	geneSymbol	iEF_emptyrep1	iEF_emptyrep2	iEF_EFrep1	iEF_EFrep2	iEF_EE4rep1	iEF_EE4rep2	norm.iEF_emptyrep1	norm.iEF_emptyrep2	norm.iEF_EFrep1	norm.iEF_EFrep2	norm.iEF_EE4rep1	norm.iEF_EE4rep2	baseMean	iEF_empty	iEF_EF	iEF_EE4	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ADGRA2	NA	4	7	5	4	1	2	4	7	5	4	1	2	3.82	6	4	2	-2.933	-1.552	0.242718233719358	1	0	0.5625	0.3992	0.3992	TRUE	NA
ADGRA3	NA	2	0	0	1	0	1	2	0	0	1	0	1	0.66	1	0	0	1.064	0.09	0.969661653977869	1	0	0.6868	0.8111	0.8111	TRUE	NA
ADGRE5	NA	0	0	1	0	4	0	0	0	1	0	4	0	0.82	0	0	2	2.597	1.377	0.649014499369506	1	0	2.1332	3.1423	3.1423	TRUE	NA
ADGRG2	NA	0	0	0	5	3	1	0	0	0	4	3	1	1.4	0	2	2	1.386	0.471	0.896433905181235	1	8.4772	5.1957	5.7969	5.7969	TRUE	NA
ADGRL1	NA	1	0	1	3	1	1	1	0	1	3	1	1	1.11	0	2	1	-1.924	-0.944	0.722793923762568	1	0	4.9132	2.6559	2.6559	TRUE	NA
ADH5	NA	3	1	1	0	1	1	3	1	1	0	1	1	1.19	2	0	1	2.44	1.287	0.658542828585605	1	0	5.2779	2.7285	2.7285	TRUE	NA
ADI1	NA	0	1	2	0	0	0	0	1	2	0	0	0	0.5	0	1	0	-4.922	-2.299	0.212724557015656	1	0	0.1071	0.115	0.115	TRUE	NA
ADIPOR1	NA	1	4	0	1	1	2	1	4	0	1	1	2	1.52	2	0	2	3.408	1.769	0.517178142365454	1	0	4.5962	2.4148	2.4148	TRUE	NA
ADIPOR2	NA	2	2	2	2	1	2	2	2	2	2	1	2	1.81	2	2	2	-1.29	-0.367	0.856444502539331	1	0	2.9266	1.3889	1.3889	TRUE	NA
ADK	NA	1	1	0	0	0	1	1	1	0	0	0	1	0.51	1	0	0	2.822	1.497	0.465927070429173	1	0	0.1351	0.1391	0.1391	TRUE	NA
ADM	NA	2	4	0	0	0	0	2	4	0	0	0	0	1.06	3	0	0	1	0	1	1	0	4.6172	6.6608	6.6608	TRUE	NA
ADNP	NA	4	5	4	2	2	3	4	5	4	2	2	3	3.34	4	3	2	-1.134	-0.182	0.891629731004897	1	0	0.7248	0.4884	0.4884	TRUE	NA
ADNP2	NA	0	0	0	2	0	2	0	0	0	2	0	2	0.62	0	1	1	1.071	0.099	0.956614531222812	1	0	0.4636	0.5457	0.5457	TRUE	NA
ADO	NA	1	0	1	1	1	0	1	0	1	1	1	0	0.65	0	1	0	-1.977	-0.983	0.619802707138034	1	0	0.6112	0.5834	0.5834	TRUE	NA
ADPGK	NA	0	1	1	0	1	3	0	1	1	0	1	3	0.99	0	0	2	3.464	1.792	0.537124256596933	1	0	3.9566	2.9429	2.9429	TRUE	NA
ADPRS	NA	0	1	1	1	1	0	0	1	1	1	1	0	0.65	0	1	0	-1.886	-0.915	0.660859008983451	1	0	0.6354	0.5932	0.5932	TRUE	NA
ADRA1A	NA	0	0	1	0	1	0	0	0	1	0	1	0	0.32	0	0	0	1.055	0.077	0.96509631675598	1	0	0.0068	0.0069	0.0069	TRUE	NA
ADRA1D	NA	1	2	3	4	1	1	1	2	3	4	1	1	1.93	2	4	1	-3.258	-1.704	0.388895995334208	1	0	2.4163	1.2331	1.2331	TRUE	NA
ADRB1	NA	0	1	5	6	0	2	0	1	5	5	0	2	2.19	0	5	1	-7.853	-2.973	0.160249789625209	1	0	1.748	1.4334	1.4334	TRUE	NA
ADRB3	NA	0	0	0	1	1	0	0	0	0	1	1	0	0.31	0	0	0	1.061	0.086	0.966515111192824	1	0	0.0056	0.0056	0.0056	TRUE	NA
ADRM1	NA	2	3	2	4	5	1	2	3	2	4	5	1	2.78	2	3	3	1.027	0.038	0.980044405100276	1	0	1.0441	0.7734	0.7734	TRUE	NA
ADSL	NA	0	0	1	1	2	1	0	0	1	1	2	1	0.8	0	1	2	1.544	0.627	0.78047313152237	1	0	1.9209	1.5841	1.5841	TRUE	NA
ADSS2	NA	0	0	2	1	1	1	0	0	2	1	1	1	0.79	0	2	1	-1.376	-0.461	0.836118134231347	1	0	1.8571	1.5427	1.5427	TRUE	NA
AEBP1	NA	2	2	0	0	1	2	2	2	0	0	1	2	1.19	2	0	2	8.397	3.07	0.33586500753037	1	0	5.2967	3.5432	3.5432	TRUE	NA
AEBP2	NA	0	0	1	4	1	2	0	0	1	4	1	2	1.24	0	2	2	-1.413	-0.499	0.866764395719796	1	0	5.3914	3.6216	3.6216	TRUE	NA
AEN	NA	0	1	2	0	1	1	0	1	2	0	1	1	0.82	0	1	1	1.136	0.184	0.94071878753323	1	0	2.1757	1.9008	1.9008	TRUE	NA
AFAP1	NA	8	7	0	4	0	1	8	7	0	4	0	1	3.4	8	2	0	-2.957	-1.564	0.429238311521377	1	0	0.6987	0.7414	0.7414	TRUE	NA
AFDN	NA	2	1	1	3	2	5	2	1	1	3	2	5	2.27	2	2	4	1.879	0.91	0.594613586012241	1	0	1.6098	0.9762	0.9762	TRUE	NA
AFF1	NA	5	7	4	1	0	7	5	7	4	1	0	7	4.03	6	2	4	1.084	0.116	0.937458068610348	1	1.5122	0.5128	0.7044	0.7044	TRUE	NA
AFF4	NA	2	5	6	3	4	3	2	5	6	3	4	3	3.78	4	4	4	-1.213	-0.279	0.816455928472054	1	0	0.5729	0.4386	0.4386	TRUE	NA
AFG3L1P	NA	1	0	0	1	0	0	1	0	0	1	0	0	0.32	0	0	0	-2.562	-1.357	0.505503727047695	1	0	0.0068	0.0068	0.0068	TRUE	NA
AFG3L2	NA	2	1	1	0	0	1	2	1	1	0	0	1	0.85	2	0	0	1.144	0.193	0.945225838322614	1	0	2.4539	1.9555	1.9555	TRUE	NA
AFMID	NA	0	0	1	1	0	1	0	0	1	1	0	1	0.47	0	1	0	-1.86	-0.896	0.608238163143654	1	0	0.0743	0.0757	0.0757	TRUE	NA
AFTPH	NA	0	2	0	2	0	0	0	2	0	2	0	0	0.65	1	1	0	-3.471	-1.795	0.420903106203467	1	0	0.6564	0.8131	0.8131	TRUE	NA
AGA	NA	0	1	1	1	0	0	0	1	1	1	0	0	0.49	0	1	0	-4.973	-2.314	0.206419163907969	1	0	0.0937	0.0958	0.0958	TRUE	NA
AGAP1	NA	1	1	0	2	0	0	1	1	0	2	0	0	0.65	1	1	0	-4.199	-2.07	0.345636550270765	1	0	0.6318	0.6938	0.6938	TRUE	NA
AGAP3	NA	2	2	0	1	1	2	2	2	0	1	1	2	1.34	2	0	2	3.25	1.701	0.550846331113796	1	0	5.3461	2.6778	2.6778	TRUE	NA
AGBL5	NA	0	0	0	0	2	0	0	0	0	0	2	0	0.33	0	0	1	5.056	2.338	0.196427816567761	1	0	0.0077	0.0077	0.0077	TRUE	NA
AGFG1	NA	0	1	0	1	2	0	0	1	0	1	2	0	0.66	0	0	1	2.289	1.195	0.577542350468902	1	0	0.6735	0.801	0.801	TRUE	NA
AGGF1	NA	1	1	0	2	0	0	1	1	0	2	0	0	0.65	1	1	0	-4.199	-2.07	0.345636550270765	1	0	0.6318	0.6938	0.6938	TRUE	NA
AGK	NA	1	1	1	1	1	1	1	1	1	1	1	1	0.99	1	1	1	1.061	0.085	0.971890533551674	1	0	3.9613	1.8102	1.8102	TRUE	NA
AGL	NA	2	1	1	1	2	1	2	1	1	1	2	1	1.33	2	1	2	1.506	0.591	0.814078186060765	1	0	5.3729	2.1763	2.1763	TRUE	NA
AGO1	NA	3	1	4	4	3	5	3	1	4	4	3	5	3.23	2	4	4	1.07	0.098	0.938547923117141	1	0	0.7708	0.5296	0.5296	TRUE	NA
AGO2	NA	3	1	6	6	2	5	3	1	6	5	2	5	3.68	2	6	4	-1.621	-0.697	0.559409272417219	1	0	0.6011	0.4578	0.4578	TRUE	NA
AGO3	NA	2	0	2	1	1	1	2	0	2	1	1	1	1.14	1	2	1	-1.249	-0.32	0.906173827217758	1	0	5.1039	2.6669	2.6669	TRUE	NA
AGPAT2	NA	0	0	0	0	0	2	0	0	0	0	0	2	0.32	0	0	1	5.057	2.338	0.196205987311535	1	0	0.0067	0.0067	0.0067	TRUE	NA
AGPAT3	NA	3	2	2	5	2	1	3	2	2	4	2	1	2.43	2	3	2	-2.186	-1.128	0.498587224839933	1	0	1.3816	0.8579	0.8579	TRUE	NA
AGPAT5	NA	0	0	2	0	1	1	0	0	2	0	1	1	0.64	0	1	1	1.239	0.309	0.871059644735892	1	0	0.5934	0.6566	0.6566	TRUE	NA
AGPS	NA	3	1	2	1	1	2	3	1	2	1	1	2	1.66	2	2	2	1.16	0.214	0.924668215730512	1	0	3.7747	1.7877	1.7877	TRUE	NA
AGRN	NA	6	5	2	7	6	5	6	5	2	6	6	5	5.09	6	4	6	1.365	0.449	0.659659048289644	1	0	0.3655	0.2933	0.2933	TRUE	NA
AGTRAP	NA	0	0	1	0	2	1	0	0	1	0	2	1	0.65	0	0	2	3.143	1.652	0.401756272668039	1	0	0.63	0.6634	0.6634	TRUE	NA
AHCTF1	NA	5	4	0	2	3	3	5	4	0	2	3	3	2.86	4	1	3	3.525	1.818	0.294583034501654	1	0	0.9863	0.7301	0.7301	TRUE	NA
AHCY	NA	3	0	5	6	4	6	3	0	5	5	4	6	3.84	2	5	5	-1.025	-0.035	0.976484486852295	1	0	0.5586	0.4892	0.4892	TRUE	NA
AHCYL1	NA	3	5	2	3	2	2	3	5	2	3	2	2	2.83	4	2	2	-1.155	-0.207	0.889081449001441	1	0	1.0077	0.6075	0.6075	TRUE	NA
AHCYL2	NA	0	2	0	0	0	0	0	2	0	0	0	0	0.36	1	0	0	1	0	1	1	0	0.0127	0.0128	0.0128	TRUE	NA
